Old Index,Name,Category,Gender
251,visa,B111 Credit Cards,1
252,walmart,B111 Credit Cards,0
253,speedway,B111 Credit Cards,1
254,ethereum,B111 Credit Cards,0
255,prosper,B111 Credit Cards,0
256,marqeta,B111 Credit Cards,1
257,netspend,B111 Credit Cards,0
258,paypal,B111 Credit Cards,0
259,univision,B111 Credit Cards,0
260,svm,B111 Credit Cards,0
261,cabbux,B111 Credit Cards,0
262,exxonmobil,B111 Credit Cards,0
263,foodiecards,B111 Credit Cards,0
264,fuelman,B111 Credit Cards,0
265,echarge,B111 Credit Cards,1
266,aarp,B122 Investment Products & Services (Excluding Retirement),0
267,alps,B122 Investment Products & Services (Excluding Retirement),0
268,ameritrade,B122 Investment Products & Services (Excluding Retirement),1
269,avistone,B122 Investment Products & Services (Excluding Retirement),1
270,betashares,B122 Investment Products & Services (Excluding Retirement),0
271,blackrock,B122 Investment Products & Services (Excluding Retirement),0
272,bloomberg,B122 Investment Products & Services (Excluding Retirement),0
273,direxion,B122 Investment Products & Services (Excluding Retirement),0
274,fidelity,B122 Investment Products & Services (Excluding Retirement),1
275,gotham,B122 Investment Products & Services (Excluding Retirement),0
276,guggenheim,B122 Investment Products & Services (Excluding Retirement),0
277,highmark,B122 Investment Products & Services (Excluding Retirement),0
278,horizons,B122 Investment Products & Services (Excluding Retirement),0
279,icon,B122 Investment Products & Services (Excluding Retirement),0
280,invesco,B122 Investment Products & Services (Excluding Retirement),1
281,kpmg,B122 Investment Products & Services (Excluding Retirement),0
282,liquidnet,B122 Investment Products & Services (Excluding Retirement),0
283,marsico,B122 Investment Products & Services (Excluding Retirement),1
284,nationwide,B122 Investment Products & Services (Excluding Retirement),1
285,oppenheimerfunds,B122 Investment Products & Services (Excluding Retirement),0
286,proshares,B122 Investment Products & Services (Excluding Retirement),0
287,rochester,B122 Investment Products & Services (Excluding Retirement),0
288,transamerica,B122 Investment Products & Services (Excluding Retirement),1
289,uscf,B122 Investment Products & Services (Excluding Retirement),0
290,vanguard,B122 Investment Products & Services (Excluding Retirement),0
291,vontobel,B122 Investment Products & Services (Excluding Retirement),0
292,advisorworld,B122 Investment Products & Services (Excluding Retirement),0
293,annuityfyi,B122 Investment Products & Services (Excluding Retirement),1
294,annuitywatch,B122 Investment Products & Services (Excluding Retirement),0
295,athene,B122 Investment Products & Services (Excluding Retirement),1
296,metlife,B122 Investment Products & Services (Excluding Retirement),1
297,massmutual,B122 Investment Products & Services (Excluding Retirement),0
298,nextgen,B122 Investment Products & Services (Excluding Retirement),0
299,scholarshare,B122 Investment Products & Services (Excluding Retirement),1
300,tiaa,B122 Investment Products & Services (Excluding Retirement),1
301,ashokfx,B122 Investment Products & Services (Excluding Retirement),0
302,bitconnect,B122 Investment Products & Services (Excluding Retirement),0
303,eoption,B122 Investment Products & Services (Excluding Retirement),0
304,oanda,B122 Investment Products & Services (Excluding Retirement),1
305,sharebid,B122 Investment Products & Services (Excluding Retirement),0
306,thinkorswim,B122 Investment Products & Services (Excluding Retirement),0
307,topsteptrader,B122 Investment Products & Services (Excluding Retirement),0
308,trademonster,B122 Investment Products & Services (Excluding Retirement),0
309,xm,B122 Investment Products & Services (Excluding Retirement),0
310,beamalife,B122 Investment Products & Services (Excluding Retirement),1
311,cfra,B122 Investment Products & Services (Excluding Retirement),1
312,citi,B122 Investment Products & Services (Excluding Retirement),1
313,conterra,B122 Investment Products & Services (Excluding Retirement),1
314,dmm,B122 Investment Products & Services (Excluding Retirement),0
315,ellevest,B122 Investment Products & Services (Excluding Retirement),0
316,envion,B122 Investment Products & Services (Excluding Retirement),0
317,eqeus,B122 Investment Products & Services (Excluding Retirement),0
318,finect,B122 Investment Products & Services (Excluding Retirement),0
319,hawthorn,B122 Investment Products & Services (Excluding Retirement),0
320,nextseed,B122 Investment Products & Services (Excluding Retirement),0
321,nma,B122 Investment Products & Services (Excluding Retirement),1
322,okeydeposit,B122 Investment Products & Services (Excluding Retirement),0
323,stash,B122 Investment Products & Services (Excluding Retirement),0
324,transunion,B122 Investment Products & Services (Excluding Retirement),0
325,usaa,B122 Investment Products & Services (Excluding Retirement),1
326,groundfloor,B122 Investment Products & Services (Excluding Retirement),0
327,peerstreet,B122 Investment Products & Services (Excluding Retirement),0
328,realcrowd,B122 Investment Products & Services (Excluding Retirement),0
329,sharestates,B122 Investment Products & Services (Excluding Retirement),0
330,streitwise,B122 Investment Products & Services (Excluding Retirement),1
331,arborcrowd,B122 Investment Products & Services (Excluding Retirement),0
332,bitcoinira,B122 Investment Products & Services (Excluding Retirement),1
333,bitstrades,B122 Investment Products & Services (Excluding Retirement),0
334,blockweather,B122 Investment Products & Services (Excluding Retirement),0
335,calvert,B122 Investment Products & Services (Excluding Retirement),0
336,crowdwiz,B122 Investment Products & Services (Excluding Retirement),0
337,dealroom,B122 Investment Products & Services (Excluding Retirement),0
338,globofran,B122 Investment Products & Services (Excluding Retirement),0
339,halkbank,B122 Investment Products & Services (Excluding Retirement),0
340,inportal,B122 Investment Products & Services (Excluding Retirement),0
341,instinet,B122 Investment Products & Services (Excluding Retirement),0
342,jefferies,B122 Investment Products & Services (Excluding Retirement),0
343,keybank,B122 Investment Products & Services (Excluding Retirement),0
344,ljpr,B122 Investment Products & Services (Excluding Retirement),0
345,qplum,B122 Investment Products & Services (Excluding Retirement),0
346,santander,B122 Investment Products & Services (Excluding Retirement),0
347,seedinvest,B122 Investment Products & Services (Excluding Retirement),0
348,sharespost,B122 Investment Products & Services (Excluding Retirement),0
349,stackin,B122 Investment Products & Services (Excluding Retirement),0
350,vested,B122 Investment Products & Services (Excluding Retirement),0
351,wealthify,B122 Investment Products & Services (Excluding Retirement),1
352,welltrado,B122 Investment Products & Services (Excluding Retirement),1
353,yieldstreet,B122 Investment Products & Services (Excluding Retirement),0
354,aafmaa,B124 Loan/Credit Products & Services (Consumer),1
355,bankgloucester,B124 Loan/Credit Products & Services (Consumer),0
356,bankrate,B124 Loan/Credit Products & Services (Consumer),1
357,elend,B124 Loan/Credit Products & Services (Consumer),0
358,fhlbanks,B124 Loan/Credit Products & Services (Consumer),0
359,hecm,B124 Loan/Credit Products & Services (Consumer),0
360,homeloans,B124 Loan/Credit Products & Services (Consumer),0
361,iberiabank,B124 Loan/Credit Products & Services (Consumer),0
362,lenda,B124 Loan/Credit Products & Services (Consumer),1
363,loanpal,B124 Loan/Credit Products & Services (Consumer),0
364,lowratesshop,B124 Loan/Credit Products & Services (Consumer),0
365,mortgageamerica,B124 Loan/Credit Products & Services (Consumer),1
366,mortgageleads,B124 Loan/Credit Products & Services (Consumer),0
367,promortgages,B124 Loan/Credit Products & Services (Consumer),0
368,scotiabank,B124 Loan/Credit Products & Services (Consumer),0
369,simplyloans,B124 Loan/Credit Products & Services (Consumer),0
370,thesmartdollar,B124 Loan/Credit Products & Services (Consumer),0
371,tnbank,B124 Loan/Credit Products & Services (Consumer),0
372,uif,B124 Loan/Credit Products & Services (Consumer),0
373,usaa,B124 Loan/Credit Products & Services (Consumer),1
374,aarp,B124 Loan/Credit Products & Services (Consumer),0
375,everbank,B124 Loan/Credit Products & Services (Consumer),0
376,unison,B124 Loan/Credit Products & Services (Consumer),0
377,aecom,B124 Loan/Credit Products & Services (Consumer),0
378,amone,B124 Loan/Credit Products & Services (Consumer),1
379,arrevio,B124 Loan/Credit Products & Services (Consumer),1
380,commonbond,B124 Loan/Credit Products & Services (Consumer),0
381,credible,B124 Loan/Credit Products & Services (Consumer),1
382,edvesinu,B124 Loan/Credit Products & Services (Consumer),1
383,eloan,B124 Loan/Credit Products & Services (Consumer),0
384,lendingusa,B124 Loan/Credit Products & Services (Consumer),1
385,lightstream,B124 Loan/Credit Products & Services (Consumer),0
386,loanback,B124 Loan/Credit Products & Services (Consumer),0
387,loanme,B124 Loan/Credit Products & Services (Consumer),1
388,lowvarates,B124 Loan/Credit Products & Services (Consumer),0
389,mefa,B124 Loan/Credit Products & Services (Consumer),1
390,netcredit,B124 Loan/Credit Products & Services (Consumer),0
391,panchos,B124 Loan/Credit Products & Services (Consumer),0
392,payoff,B124 Loan/Credit Products & Services (Consumer),0
393,paypal,B124 Loan/Credit Products & Services (Consumer),0
394,presteme,B124 Loan/Credit Products & Services (Consumer),1
395,spotloan,B124 Loan/Credit Products & Services (Consumer),0
396,upstart,B124 Loan/Credit Products & Services (Consumer),0
397,aig,B124 Loan/Credit Products & Services (Consumer),0
398,associates,B124 Loan/Credit Products & Services (Consumer),0
399,citimortgage,B124 Loan/Credit Products & Services (Consumer),1
400,elevate,B124 Loan/Credit Products & Services (Consumer),1
401,esp,B124 Loan/Credit Products & Services (Consumer),0
402,fastunsecured,B124 Loan/Credit Products & Services (Consumer),0
403,ifs,B124 Loan/Credit Products & Services (Consumer),0
404,insuradvance,B124 Loan/Credit Products & Services (Consumer),1
405,intech,B124 Loan/Credit Products & Services (Consumer),0
406,kasasa,B124 Loan/Credit Products & Services (Consumer),1
407,lca,B124 Loan/Credit Products & Services (Consumer),1
408,lenderfi,B124 Loan/Credit Products & Services (Consumer),1
409,lendify,B124 Loan/Credit Products & Services (Consumer),1
410,lendkey,B124 Loan/Credit Products & Services (Consumer),1
411,moneycorp,B124 Loan/Credit Products & Services (Consumer),0
412,snapcap,B124 Loan/Credit Products & Services (Consumer),0
413,sunbelt,B124 Loan/Credit Products & Services (Consumer),0
414,comcast,B225 Internet Service Providers (ISP),0
415,accesswire,B225 Internet Service Providers (ISP),1
416,airtel,B225 Internet Service Providers (ISP),0
417,alcatel,B225 Internet Service Providers (ISP),0
418,alyrica,B225 Internet Service Providers (ISP),1
419,armstrong,B225 Internet Service Providers (ISP),0
420,arvig,B225 Internet Service Providers (ISP),0
421,bendbroadband,B225 Internet Service Providers (ISP),0
422,bos,B225 Internet Service Providers (ISP),0
423,casscomm,B225 Internet Service Providers (ISP),0
424,cellcom,B225 Internet Service Providers (ISP),0
425,centurylink,B225 Internet Service Providers (ISP),0
426,cimcorp,B225 Internet Service Providers (ISP),0
427,directv,B225 Internet Service Providers (ISP),0
428,dstreet,B225 Internet Service Providers (ISP),0
429,firstlight,B225 Internet Service Providers (ISP),0
430,fonoma,B225 Internet Service Providers (ISP),1
431,freedompop,B225 Internet Service Providers (ISP),0
432,gonetspeed,B225 Internet Service Providers (ISP),0
433,gvtc,B225 Internet Service Providers (ISP),0
434,htc,B225 Internet Service Providers (ISP),0
435,hughesnet,B225 Internet Service Providers (ISP),0
436,izzi,B225 Internet Service Providers (ISP),1
437,mediacom,B225 Internet Service Providers (ISP),0
438,megapath,B225 Internet Service Providers (ISP),0
439,mweb,B225 Internet Service Providers (ISP),0
440,netizen,B225 Internet Service Providers (ISP),0
441,octopus,B225 Internet Service Providers (ISP),0
442,optimum,B225 Internet Service Providers (ISP),0
443,penteledata,B225 Internet Service Providers (ISP),1
444,powersearch,B225 Internet Service Providers (ISP),0
445,rcn,B225 Internet Service Providers (ISP),0
446,sfr,B225 Internet Service Providers (ISP),0
447,shentel,B225 Internet Service Providers (ISP),0
448,skyroam,B225 Internet Service Providers (ISP),0
449,slingshot,B225 Internet Service Providers (ISP),0
450,starmedia,B225 Internet Service Providers (ISP),1
451,suddenlink,B225 Internet Service Providers (ISP),0
452,tdsnet,B225 Internet Service Providers (ISP),0
453,telcel,B225 Internet Service Providers (ISP),0
454,tpg,B225 Internet Service Providers (ISP),0
455,utopia,B225 Internet Service Providers (ISP),1
456,viasat,B225 Internet Service Providers (ISP),0
457,vtel,B225 Internet Service Providers (ISP),0
458,wizifi,B225 Internet Service Providers (ISP),1
459,xfinity,B225 Internet Service Providers (ISP),1
460,armstrong,B241 Cable TV Providers & Systems,0
461,arvig,B241 Cable TV Providers & Systems,0
462,bendbroadband,B241 Cable TV Providers & Systems,0
463,boycom,B241 Cable TV Providers & Systems,0
464,centurylink,B241 Cable TV Providers & Systems,0
465,comcast,B241 Cable TV Providers & Systems,0
466,eatel,B241 Cable TV Providers & Systems,0
467,izzi,B241 Cable TV Providers & Systems,1
468,mediacom,B241 Cable TV Providers & Systems,0
469,nemont,B241 Cable TV Providers & Systems,0
470,optimum,B241 Cable TV Providers & Systems,0
471,rcn,B241 Cable TV Providers & Systems,0
472,shentel,B241 Cable TV Providers & Systems,0
473,suddenlink,B241 Cable TV Providers & Systems,0
474,xfinity,B241 Cable TV Providers & Systems,1
475,biblica,"B322 Religious, Charitable & Humanitarian",1
476,njicle,"B322 Religious, Charitable & Humanitarian",1
477,diveheart,"B322 Religious, Charitable & Humanitarian",0
478,humankind,"B322 Religious, Charitable & Humanitarian",0
479,lovelikedawson,"B322 Religious, Charitable & Humanitarian",0
480,mycbn,"B322 Religious, Charitable & Humanitarian",0
481,oica,"B322 Religious, Charitable & Humanitarian",1
482,naacp,"B322 Religious, Charitable & Humanitarian",0
483,veloyouth,"B322 Religious, Charitable & Humanitarian",0
484,aacsb,"B322 Religious, Charitable & Humanitarian",0
485,aarp,B430 Insurance Agencies & Brokers,0
486,amica,B430 Insurance Agencies & Brokers,1
487,aopa,B430 Insurance Agencies & Brokers,1
488,envolve,B430 Insurance Agencies & Brokers,1
489,esl,B430 Insurance Agencies & Brokers,0
490,fetcharate,B430 Insurance Agencies & Brokers,1
491,gomedicare,B430 Insurance Agencies & Brokers,1
492,hanover,B430 Insurance Agencies & Brokers,0
493,insurancebee,B430 Insurance Agencies & Brokers,1
494,insurancehub,B430 Insurance Agencies & Brokers,0
495,insurednation,B430 Insurance Agencies & Brokers,0
496,minico,B430 Insurance Agencies & Brokers,1
497,protected,B430 Insurance Agencies & Brokers,0
498,quotewright,B430 Insurance Agencies & Brokers,0
499,zurich,B430 Insurance Agencies & Brokers,0
500,acer,B511 Desktop Computers,0
501,advantech,B511 Desktop Computers,0
502,alienware,B511 Desktop Computers,1
503,cybernet,B511 Desktop Computers,0
504,hp,B511 Desktop Computers,0
505,kangaroo,B511 Desktop Computers,1
506,msi,B511 Desktop Computers,1
507,inkjet,B521 Printers & Printing Accessories,0
508,nanoscribe,B521 Printers & Printing Accessories,1
509,canon,B521 Printers & Printing Accessories,0
510,bigrep,B521 Printers & Printing Accessories,0
511,eos,B521 Printers & Printing Accessories,0
512,formlabs,B521 Printers & Printing Accessories,0
513,intamsys,B521 Printers & Printing Accessories,0
514,markforged,B521 Printers & Printing Accessories,0
515,omniprint,B521 Printers & Printing Accessories,0
516,primera,B521 Printers & Printing Accessories,1
517,ultimaker,B521 Printers & Printing Accessories,0
518,gskink,B521 Printers & Printing Accessories,0
519,hp,B521 Printers & Printing Accessories,0
520,epson,B521 Printers & Printing Accessories,0
521,hitachi,B521 Printers & Printing Accessories,1
522,xante,B521 Printers & Printing Accessories,1
523,xerox,B521 Printers & Printing Accessories,0
524,htmlburger,"B541 Web Design, Domain & Hosting Services",0
525,redframe,"B541 Web Design, Domain & Hosting Services",1
526,virb,"B541 Web Design, Domain & Hosting Services",0
527,catchpoint,"B541 Web Design, Domain & Hosting Services",0
528,cpanel,"B541 Web Design, Domain & Hosting Services",0
529,domaintools,"B541 Web Design, Domain & Hosting Services",0
530,dynadot,"B541 Web Design, Domain & Hosting Services",0
531,elastichosts,"B541 Web Design, Domain & Hosting Services",0
532,hexonet,"B541 Web Design, Domain & Hosting Services",0
533,openx,"B541 Web Design, Domain & Hosting Services",0
534,sitesell,"B541 Web Design, Domain & Hosting Services",0
535,westhost,"B541 Web Design, Domain & Hosting Services",0
536,zoom,"B541 Web Design, Domain & Hosting Services",0
537,blindspot,"B641 TV Networks, Stations & Production Cos",0
538,cbs,"B641 TV Networks, Stations & Production Cos",0
539,centurions,"B641 TV Networks, Stations & Production Cos",0
540,dateline,"B641 TV Networks, Stations & Production Cos",1
541,descontrol,"B641 TV Networks, Stations & Production Cos",0
542,dilbert,"B641 TV Networks, Stations & Production Cos",0
543,doctors,"B641 TV Networks, Stations & Production Cos",0
544,elementary,"B641 TV Networks, Stations & Production Cos",1
545,harry,"B641 TV Networks, Stations & Production Cos",1
546,jeffersons,"B641 TV Networks, Stations & Production Cos",0
547,jeopardy,"B641 TV Networks, Stations & Production Cos",1
548,jumanji,"B641 TV Networks, Stations & Production Cos",1
549,laff,"B641 TV Networks, Stations & Production Cos",0
550,mom,"B641 TV Networks, Stations & Production Cos",0
551,mynetworktv,"B641 TV Networks, Stations & Production Cos",0
552,ncis,"B641 TV Networks, Stations & Production Cos",0
553,optimum,"B641 TV Networks, Stations & Production Cos",0
554,rtve,"B641 TV Networks, Stations & Production Cos",1
555,telemetro,"B641 TV Networks, Stations & Production Cos",1
556,tigre,"B641 TV Networks, Stations & Production Cos",1
557,tmz,"B641 TV Networks, Stations & Production Cos",0
558,unimas,"B641 TV Networks, Stations & Production Cos",0
559,univision,"B641 TV Networks, Stations & Production Cos",0
560,wonderama,"B641 TV Networks, Stations & Production Cos",1
561,creatv,"B641 TV Networks, Stations & Production Cos",0
562,valleypbs,"B641 TV Networks, Stations & Production Cos",0
563,wgn,"B641 TV Networks, Stations & Production Cos",0
564,wtvf,"B641 TV Networks, Stations & Production Cos",0
565,admonsters,"B651 Advertising, Marketing & Printing Svcs",0
566,adtheorent,"B651 Advertising, Marketing & Printing Svcs",0
567,affiliaxe,"B651 Advertising, Marketing & Printing Svcs",1
568,awin,"B651 Advertising, Marketing & Printing Svcs",0
